date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:51:16	47312/47312	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Feb%202019%2005:21:16%20GMT	https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/index.html	C:/My%20Web%20Sites/oneview%20website/demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/index.html	(from )
10:51:17	1002/1002	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Feb%202019%2005:21:17%20GMT	https://demo.w3layouts.com/robots.txt		(from )
10:51:18	144877/144877	---M-Z	200	added ('OK')	text/css	etag:%221540464453%22	https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/css/bootstrap.min.css	C:/My%20Web%20Sites/oneview%20website/demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/css/bootstrap.min.css	(from https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/index.html)
10:51:19	34734/34734	---M-Z	200	added ('OK')	text/css	etag:%221540464453%22	https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/css/fontawesome-all.min.css	C:/My%20Web%20Sites/oneview%20website/demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/css/fontawesome-all.min.css	(from https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/index.html)
10:51:20	1463/1463	---M-Z	200	added ('OK')	text/css	etag:%221540464453%22	https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/css/blast.min.css	C:/My%20Web%20Sites/oneview%20website/demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/css/blast.min.css	(from https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/index.html)
10:51:21	2982/2982	---M-Z	200	added ('OK')	text/css	etag:%221540464453%22	https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/css/style10.css	C:/My%20Web%20Sites/oneview%20website/demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/css/style10.css	(from https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/index.html)
10:51:22	33893/33893	---M-Z	200	added ('OK')	text/css	etag:%221540464453%22	https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/css/style.css	C:/My%20Web%20Sites/oneview%20website/demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/css/style.css	(from https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/index.html)
10:51:24	42619/42619	---MCZ	200	added ('OK')	application/javascript	etag:W/%2273e5f18738e1503fc2e77d41337fa996%22	http://m.servedby-buysellads.com/monetization.js	C:/My%20Web%20Sites/oneview%20website/m.servedby-buysellads.com/monetization.js	(from https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/index.html)
10:51:24	1131/1131	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c68941f-46b%22	http://vdo.ai/core/w3layouts/vdo.ai.js	C:/My%20Web%20Sites/oneview%20website/vdo.ai/core/w3layouts/vdo.ai.js	(from https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/index.html)
10:51:27	93100/93100	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	C:/My%20Web%20Sites/oneview%20website/ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	(from https://demo.w3layouts.com/demos_new/template_demo/25-10-2018/classwork_demo_Free/2103344796/web/index.html)
